PROPRIETARYNAME	DOSAGEFORMNAME	LABELERNAME	SUBSTANCENAME	PHARM_CLASSES	
Duavee	"CAPSULE, GELATIN COATED"	"E.R. Squibb & Sons, L.L.C."	HYDROCORTISONE SODIUM SUCCINATE	"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],UGT1A1 Inhibitors [MoA],UDP Glucuronosyltransferases Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA]"	320
Torisel	"CAPSULE, GELATIN COATED"	"E.R. Squibb & Sons, L.L.C."	HYDROCORTISONE	"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],UGT1A1 Inhibitors [MoA],UDP Glucuronosyltransferases Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA]"	304
Pristiq	"CAPSULE, GELATIN COATED"	"E.R. Squibb & Sons, L.L.C."	TRIAZOLAM	"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],UGT1A1 Inhibitors [MoA],UDP Glucuronosyltransferases Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA]"	299
Trecator	POWDER	"E.R. Squibb & Sons, L.L.C."	METHYLPREDNISOLONE	"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],UGT1A1 Inhibitors [MoA],UDP Glucuronosyltransferases Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA]"	292
Mylotarg	TABLET	"E.R. Squibb & Sons, L.L.C."	ALPRAZOLAM	"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],UGT1A1 Inhibitors [MoA],UDP Glucuronosyltransferases Inhibitors [MoA],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Cytochrome P450 3A Inhibitor [EPC],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 2D6 Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA],Breast Cancer Resistance Protein Inhibitors [MoA]"	594
Tygacil	INJECTION	"E.R. Squibb & Sons, L.L.C."	MEDROXYPROGESTERONE ACETATE	"Programmed Death Receptor-1 Blocking Antibody [EPC],Programmed Death Receptor-1-directed Antibody Interactions [MoA]"	185
Solu-Cortef	INJECTION	"E.R. Squibb & Sons, L.L.C."	CLINDAMYCIN HYDROCHLORIDE	"Programmed Death Receptor-1 Blocking Antibody [EPC],Programmed Death Receptor-1-directed Antibody Interactions [MoA]"	187
CORTEF	INJECTION	"E.R. Squibb & Sons, L.L.C."	BACITRACIN	"Programmed Death Receptor-1 Blocking Antibody [EPC],Programmed Death Receptor-1-directed Antibody Interactions [MoA]"	167
Halcion	"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"	"E.R. Squibb & Sons, L.L.C."	BACITRACIN A	"SLAMF7-directed Immunostimulatory Antibody [EPC],SLAMF7-directed Antibody Interactions [MoA],Antibodies, Monoclonal [Chemical/Ingredient]"	226
Medrol	TABLET	"E.R. Squibb & Sons, L.L.C."	COLESTIPOL HYDROCHLORIDE	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	148
Xanax	TABLET	"E.R. Squibb & Sons, L.L.C."	ESTRADIOL CYPIONATE	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	142
Provera	TABLET	"E.R. Squibb & Sons, L.L.C."	METHYLPREDNISOLONE ACETATE	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	151
Depo-Testosterone	CAPSULE	"E.R. Squibb & Sons, L.L.C."	CLINDAMYCIN PHOSPHATE	"Antimetabolite [EPC],Urea [Chemical/Ingredient]"	118
Cleocin Hydrochloride	CAPSULE	"E.R. Squibb & Sons, L.L.C."	GLYBURIDE	"Antimetabolite [EPC],Urea [Chemical/Ingredient]"	110
Bacitracin	CAPSULE	"E.R. Squibb & Sons, L.L.C."	ARGININE HYDROCHLORIDE	"Antimetabolite [EPC],Urea [Chemical/Ingredient]"	112
Colestid	"TABLET, FILM COATED"	"Genentech, Inc."	LINCOMYCIN HYDROCHLORIDE	"Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor [EPC],DNA Polymerase Inhibitors [MoA],Nucleoside Analog [Chemical/Ingredient],Nucleoside Analog Antiviral [EPC]"	236
Depo-Estradiol	"POWDER, FOR SOLUTION"	"Genentech, Inc."	CLINDAMYCIN PALMITATE HYDROCHLORIDE	"Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor [EPC],DNA Polymerase Inhibitors [MoA],Nucleoside Analog [Chemical/Ingredient],Nucleoside Analog Antiviral [EPC]"	254
Depo-Medrol	TABLET	"Genentech, Inc."	DINOPROSTONE	"Benzodiazepine [EPC],Benzodiazepines [Chemical/Ingredient]"	102
Cleocin Phosphate	TABLET	"Genentech, Inc."	CARBOPROST TROMETHAMINE	"Benzodiazepine [EPC],Benzodiazepines [Chemical/Ingredient]"	119
Glynase	TABLET	"Genentech, Inc."	IRINOTECAN HYDROCHLORIDE	"Benzodiazepine [EPC],Benzodiazepines [Chemical/Ingredient]"	110
Flavored Colestid	"TABLET, FILM COATED"	"Genentech, Inc."	ALPROSTADIL	"Bisphosphonate [EPC],Diphosphonates [Chemical/Ingredient]"	119
R-Gene	"INJECTION, SOLUTION"	"Genentech, Inc."	IBUTILIDE FUMARATE	"Bisphosphonate [EPC],Diphosphonates [Chemical/Ingredient]"	115
Lincocin	"TABLET, FILM COATED"	"Genentech, Inc."	TOLTERODINE TARTRATE	"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],Cytochrome P450 3A Inhibitors [MoA]"	152
Depo-Provera	CAPSULE	"Genentech, Inc."	LINEZOLID	"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],Cytochrome P450 3A Inhibitors [MoA]"	133
Cleocin Pediatric	CAPSULE	"Genentech, Inc."	MIGLITOL	"Intestinal Lipase Inhibitor [EPC],Lipase Inhibitors [MoA]"	104
Prostin	CAPSULE	"Genentech, Inc."	EPIRUBICIN HYDROCHLORIDE	Antimetabolite Immunosuppressant [EPC]	91
Hemabate	"TABLET, FILM COATED"	"Genentech, Inc."	NICOTINE	Antimetabolite Immunosuppressant [EPC]	88
Camptosar	"POWDER, FOR SUSPENSION"	"Genentech, Inc."	EQUINE THYMOCYTE IMMUNE GLOBULIN	Antimetabolite Immunosuppressant [EPC]	116
Cleocin T	"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"	"Genentech, Inc."	EXEMESTANE	Antimetabolite Immunosuppressant [EPC]	116
Prepidil	"INJECTION, SOLUTION"	"Genentech, Inc."	SULFASALAZINE	"Interferon alpha [EPC],peginterferon alfa-2a [Chemical/Ingredient]"	121
Cleocin	"INJECTION, SOLUTION"	"Genentech, Inc."	ESTRAMUSTINE PHOSPHATE SODIUM	"Interferon alpha [EPC],peginterferon alfa-2a [Chemical/Ingredient]"	136
Caverject	"INJECTION, SOLUTION"	"Genentech, Inc."	TRANEXAMIC ACID	"Interferon alpha [EPC],peginterferon alfa-2a [Chemical/Ingredient]"	124
Corvert	"INJECTION, SOLUTION"	"Genentech, Inc."	ESTRADIOL	"Interferon alpha [EPC],peginterferon alfa-2a [Chemical/Ingredient]"	116
Depo-SubQ Provera	"INJECTION, SOLUTION"	"Genentech, Inc."	RIFABUTIN	"Erythropoiesis-stimulating Agent [EPC],Erythropoietin [Chemical/Ingredient],Increased Erythroid Cell Production [PE]"	176
Zyvox	"INJECTION, SOLUTION"	"Genentech, Inc."	LATANOPROST	"Erythropoiesis-stimulating Agent [EPC],Erythropoietin [Chemical/Ingredient],Increased Erythroid Cell Production [PE]"	166
Glyset	"INJECTION, SOLUTION"	"Genentech, Inc."	DEXRAZOXANE HYDROCHLORIDE	"Erythropoiesis-stimulating Agent [EPC],Erythropoietin [Chemical/Ingredient],Increased Erythroid Cell Production [PE]"	181
Ellence	"INJECTION, SOLUTION"	"Genentech, Inc."	MEGESTROL ACETATE	"Erythropoiesis-stimulating Agent [EPC],Erythropoietin [Chemical/Ingredient],Increased Erythroid Cell Production [PE]"	174
SOMAVERT	"INJECTION, SOLUTION"	"Genentech, Inc."	MITOTANE	"Erythropoiesis-stimulating Agent [EPC],Erythropoietin [Chemical/Ingredient],Increased Erythroid Cell Production [PE]"	166
Atgam	"TABLET, FILM COATED"	"Genentech, Inc."	IOVERSOL	"Nucleic Acid Synthesis Inhibitors [MoA],Nucleoside Metabolic Inhibitor [EPC]"	123
Aromasin	"TABLET, FILM COATED"	"Genentech, Inc."	DIATRIZOATE MEGLUMINE; DIATRIZOATE SODIUM	"Nucleic Acid Synthesis Inhibitors [MoA],Nucleoside Metabolic Inhibitor [EPC]"	159
Azulfidine	TABLET	"Genentech, Inc."	TAZAROTENE	"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"	177
Emcyt	"TABLET, DELAYED RELEASE"	"Genentech, Inc."	GENTAMICIN SULFATE; PREDNISOLONE ACETATE	"Cyclooxygenase Inhibitors [MoA],Nonsteroidal Anti-inflammatory Compounds [Chemical/Ingredient],Nonsteroidal Anti-inflammatory Drug [EPC]"	219
Cyklokapron	"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"	"Genentech, Inc."	GENTAMICIN; PREDNISOLONE ACETATE	"Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor [EPC],DNA Polymerase Inhibitors [MoA],Nucleoside Analog [Chemical/Ingredient],Nucleoside Analog Antiviral [EPC]"	272
Idamycin PFS	"INJECTION, SUSPENSION"	"Wyeth Pharmaceutical Division of Wyeth Holdings LLC, a subsidiary of Pfizer Inc."	SULFACETAMIDE SODIUM; PREDNISOLONE ACETATE	"Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pneumococcal Vaccines [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pneumococcal Vaccines [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pneumococcal Vaccines [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pneumococcal Vaccines [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pneumococcal Vaccines [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pneumococcal Vaccines [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pneumococcal Vaccines [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Pneumococcal Vaccines [Chemical/Ingredient],Vaccines, Conjugate [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pneumococcal Vaccines [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pneumococcal Vaccines [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pneumococcal Vaccines [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pneumococcal Vaccines [Chemical/Ingredient],Inactivated Pneumococcal Vaccine [EPC],Actively Acquired Immunity [PE],Vaccines, Inactivated [Chemical/Ingredient],Pneumococcal Vaccines [Chemical/Ingredient]"	2219
Mycobutin	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	CARBOXYMETHYLCELLULOSE SODIUM	"Orexin Receptor Antagonist [EPC],Orexin Receptor Antagonists [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA]"	216
Xalatan	TABLET	Merck Sharp & Dohme Corp.	POLYVINYL ALCOHOL; POVIDONE	"Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA]"	157
Zinecard	TABLET	Merck Sharp & Dohme Corp.	MESALAMINE	"Bisphosphonate [EPC],Diphosphonates [Chemical/Ingredient]"	106
MEGACE	TABLET	Merck Sharp & Dohme Corp.	BOTULINUM TOXIN TYPE A	"Antiparasitic [EPC],Pediculicide [EPC]"	97
LYSODREN	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	KETOROLAC TROMETHAMINE	"Orexin Receptor Antagonist [EPC],Orexin Receptor Antagonists [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA]"	208
ETOPOPHOS	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	BIMATOPROST	"5-alpha Reductase Inhibitor [EPC],5-alpha Reductase Inhibitors [MoA]"	132
Cysto-Conray II	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	CARBOXYMETHYLCELLULOSE SODIUM; GLYCERIN	"5-alpha Reductase Inhibitor [EPC],5-alpha Reductase Inhibitors [MoA]"	166
Conray 30	"TABLET, FILM COATED, EXTENDED RELEASE"	Merck Sharp & Dohme Corp.	DEXAMETHASONE	"Dipeptidyl Peptidase 4 Inhibitor [EPC],Dipeptidyl Peptidase 4 Inhibitors [MoA],Biguanide [EPC],Biguanides [Chemical/Ingredient]"	211
Conray	"TABLET, FILM COATED, EXTENDED RELEASE"	Merck Sharp & Dohme Corp.	GATIFLOXACIN	"Dipeptidyl Peptidase 4 Inhibitor [EPC],Dipeptidyl Peptidase 4 Inhibitors [MoA],Biguanide [EPC],Biguanides [Chemical/Ingredient]"	207
OPTIMARK	"TABLET, FILM COATED, EXTENDED RELEASE"	Merck Sharp & Dohme Corp.	DAPSONE	"Dipeptidyl Peptidase 4 Inhibitor [EPC],Dipeptidyl Peptidase 4 Inhibitors [MoA],Biguanide [EPC],Biguanides [Chemical/Ingredient]"	204
SODIUM CHLORIDE	TABLET	Merck Sharp & Dohme Corp.	ALCAFTADINE	"Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA]"	149
Optiray	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	CARBOXYMETHYLCELLULOSE SODIUM; GLYCERIN; POLYSORBATE 80	"Dipeptidyl Peptidase 4 Inhibitor [EPC],Dipeptidyl Peptidase 4 Inhibitors [MoA]"	184
Conray 43	TABLET	Merck Sharp & Dohme Corp.	LEVOBUNOLOL HYDROCHLORIDE	"Angiotensin Converting Enzyme Inhibitor [EPC],Angiotensin-converting Enzyme Inhibitors [MoA]"	157
MD GASTROVIEW	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	EFLORNITHINE HYDROCHLORIDE	"Dipeptidyl Peptidase 4 Inhibitor [EPC],Dipeptidyl Peptidase 4 Inhibitors [MoA]"	161
TAZORAC	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	SALICYLIC ACID	"HIV Integrase Inhibitors [MoA],Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]"	166
PRED-G	TABLET	Merck Sharp & Dohme Corp.	OCTINOXATE; ZINC OXIDE	"Serotonin 1b Receptor Agonists [MoA],Serotonin 1d Receptor Agonists [MoA],Serotonin-1b and Serotonin-1d Receptor Agonist [EPC]"	185
REFRESH P.M.	TABLET	Merck Sharp & Dohme Corp.	BENZOYL PEROXIDE	"Serotonin 1b Receptor Agonists [MoA],Serotonin 1d Receptor Agonists [MoA],Serotonin-1b and Serotonin-1d Receptor Agonist [EPC]"	185
REFRESH LACRI-LUBE	TABLET	Merck Sharp & Dohme Corp.	OXYMETAZOLINE HYDROCHLORIDE	"Bisphosphonate [EPC],Diphosphonates [Chemical/Ingredient],Vitamin D [Chemical/Ingredient],Vitamin D [EPC]"	181
BLEPHAMIDE	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	CYCLOSPORINE	"Dipeptidyl Peptidase 4 Inhibitor [EPC],Dipeptidyl Peptidase 4 Inhibitors [MoA]"	144
FML	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	OCTINOXATE; OCTISALATE; ZINC OXIDE	"Orexin Receptor Antagonist [EPC],Orexin Receptor Antagonists [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA]"	215
REFRESH PLUS	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	OCTINOXATE; OCTISALATE; TITANIUM DIOXIDE; ZINC OXIDE	"Orexin Receptor Antagonist [EPC],Orexin Receptor Antagonists [MoA],P-Glycoprotein Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA]"	242
REFRESH Classic	CAPSULE	Merck Sharp & Dohme Corp.	HOMOSALATE; OCTINOXATE; OCTISALATE; ZINC OXIDE	"Neurokinin 1 Antagonists [MoA],Substance P/Neurokinin-1 Receptor Antagonist [EPC],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 2C9 Inducers [MoA],Cytochrome P450 3A4 Inducers [MoA]"	281
Asacol	CAPSULE	Merck Sharp & Dohme Corp.	TITANIUM DIOXIDE; ZINC OXIDE	"Neurokinin 1 Antagonists [MoA],Substance P/Neurokinin-1 Receptor Antagonist [EPC],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 2C9 Inducers [MoA],Cytochrome P450 3A4 Inducers [MoA]"	254
REFRESH TEARS	CAPSULE	Merck Sharp & Dohme Corp.	ZINC OXIDE; OCTINOXATE	"Neurokinin 1 Antagonists [MoA],Substance P/Neurokinin-1 Receptor Antagonist [EPC],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 2C9 Inducers [MoA],Cytochrome P450 3A4 Inducers [MoA]"	255
BOTOX	"TABLET, CHEWABLE"	Merck Sharp & Dohme Corp.	OXYBUTYNIN CHLORIDE	"HIV Integrase Inhibitors [MoA],Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]"	166
Acular	"TABLET, CHEWABLE"	Merck Sharp & Dohme Corp.	LEVONORGESTREL	"HIV Integrase Inhibitors [MoA],Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]"	162
LUMIGAN	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	ESTRADIOL ACETATE	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	154
REFRESH OPTIVE	CAPSULE	Merck Sharp & Dohme Corp.	FLURANDRENOLIDE	"Histone Deacetylase Inhibitor [EPC],Histone Deacetylase Inhibitors [MoA]"	133
OZURDEX	CAPSULE	Merck Sharp & Dohme Corp.	NEBIVOLOL HYDROCHLORIDE; VALSARTAN	"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],Cytochrome P450 3A4 Inhibitors [MoA]"	164
ACUVAIL	CAPSULE	Merck Sharp & Dohme Corp.	METRONIDAZOLE	"HIV Protease Inhibitors [MoA],Protease Inhibitor [EPC],Cytochrome P450 3A4 Inhibitors [MoA]"	143
ZYMAXID	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	HYDROCODONE BITARTRATE; ACETAMINOPHEN	"Dipeptidyl Peptidase 4 Inhibitor [EPC],Dipeptidyl Peptidase 4 Inhibitors [MoA],Biguanide [EPC],Biguanides [Chemical/Ingredient]"	215
LATISSE	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	BUTALBITAL; ASPIRIN; CAFFEINE; CODEINE PHOSPHATE	"Dipeptidyl Peptidase 4 Inhibitor [EPC],Dipeptidyl Peptidase 4 Inhibitors [MoA],Biguanide [EPC],Biguanides [Chemical/Ingredient]"	226
ACZONE	TABLET	Merck Sharp & Dohme Corp.	MORPHINE SULFATE	"Bisphosphonate [EPC],Diphosphonates [Chemical/Ingredient],Vitamin D [Chemical/Ingredient],Vitamin D [EPC]"	158
BOTOX Cosmetic	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	IRON DEXTRAN	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"	227
LASTACAFT	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	PANCRELIPASE LIPASE; PANCRELIPASE PROTEASE; PANCRELIPASE AMYLASE	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	203
REFRESH OPTIVE Advanced	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	PODOFILOX	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	162
BETAGAN	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	SILODOSIN	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	146
REFRESH CELLUVISC	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	URSODIOL	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"	226
Refresh Repair	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	BUTALBITAL; ASPIRIN; CAFFEINE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC],Increased Diuresis [PE],Thiazide Diuretic [EPC],Thiazides [Chemical/Ingredient]"	244
VANIQA	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	PROGESTERONE	"HMG-CoA Reductase Inhibitor [EPC],Hydroxymethylglutaryl-CoA Reductase Inhibitors [MoA]"	148
SKIN MEDICA Purifying Foaming Wash	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	OXYBUTYNIN	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	165
SkinMedica TNS Ultimate Daily Moisturizer Sunscreen SPF 20	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	POLYMYXIN B SULFATE; TRIMETHOPRIM SULFATE	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	220
SkinMedica Acne Treatment	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	AZELAIC ACID	"Angiotensin 2 Receptor Antagonists [MoA],Angiotensin 2 Receptor Blocker [EPC]"	158
"ACZONE (dapsone) Gel, 7.5%"	"TABLET, CHEWABLE"	Merck Sharp & Dohme Corp.	NEDOCROMIL SODIUM	"Leukotriene Receptor Antagonist [EPC],Leukotriene Receptor Antagonists [MoA]"	160
Restasis MultiDose	"INJECTION, SOLUTION"	Merck Sharp & Dohme Corp.	EPINASTINE HYDROCHLORIDE	"Programmed Death Receptor-1 Blocking Antibody [EPC],Programmed Death Receptor-1-directed Antibody Interactions [MoA]"	202
REFRESH OPTIVE Gel Drops	"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"	Merck Sharp & Dohme Corp.	BRIMONIDINE TARTRATE; TIMOLOL MALEATE	"Programmed Death Receptor-1 Blocking Antibody [EPC],Programmed Death Receptor-1-directed Antibody Interactions [MoA]"	246
TOTAL DEFENSE REPAIR BROAD SPECTRUM SPF 34 Sunscreen	"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION"	Merck Sharp & Dohme Corp.	OXALIPLATIN	"Neurokinin 1 Antagonists [MoA],Substance P/Neurokinin-1 Receptor Antagonist [EPC],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 2C9 Inducers [MoA],Cytochrome P450 3A4 Inducers [MoA]"	320
TOTAL DEFENSE REPAIR BROAD SPECTRUM SPF 34 Sunscreen (Tinted)	"POWDER, FOR SUSPENSION"	Merck Sharp & Dohme Corp.	PRIMAQUINE PHOSPHATE	"Neurokinin 1 Antagonists [MoA],Substance P/Neurokinin-1 Receptor Antagonist [EPC],Cytochrome P450 3A4 Inhibitors [MoA],Cytochrome P450 2C9 Inducers [MoA],Cytochrome P450 3A4 Inducers [MoA]"	316
TOTAL DEFENSE REPAIR BROAD SPECTRUM SPF 50 Sunscreen	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	SODIUM FERRIC GLUCONATE COMPLEX	"Hepatitis C Virus NS5A Inhibitor [EPC],Breast Cancer Resistance Protein Inhibitors [MoA],HCV NS3/4A Protease Inhibitors [MoA],Hepatitis C Virus NS3/4A Protease Inhibitor [EPC],Breast Cancer Resistance Protein Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA]"	388
Essential Defense Mineral Shield Broad Spectrum SPF 32 TINTED Sunscreen	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	DRONEDARONE	"Cytomegalovirus DNA Terminase Complex Inhibitor [EPC],DNA Terminase Complex Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA],Cytochrome P450 2C9 Inducers [MoA],Cytochrome P450 2C19 Inducers [MoA]"	482
Essential Defense Mineral Shield Broad Spectrum SPF 35 Sunscreen	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	ZOLPIDEM TARTRATE	"Cytomegalovirus DNA Terminase Complex Inhibitor [EPC],DNA Terminase Complex Inhibitors [MoA],Cytochrome P450 3A Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B1 Inhibitors [MoA],Organic Anion Transporting Polypeptide 1B3 Inhibitors [MoA],Cytochrome P450 2C8 Inhibitors [MoA],Cytochrome P450 2C9 Inducers [MoA],Cytochrome P450 2C19 Inducers [MoA]"	481
Essential Defense Everyday Clear Broad Spectrum SPF 47 Sunscreen	"TABLET, FILM COATED"	Merck Sharp & Dohme Corp.	LIXISENATIDE	"HIV Integrase Inhibitors [MoA],Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]"	221
REFRESH OPTIVE Mega-3	"INJECTION, POWDER, FOR SOLUTION"	Merck Sharp & Dohme Corp.	INSULIN GLARGINE; LIXISENATIDE	"Carbapenems [Chemical/Ingredient],Penem Antibacterial [EPC],Dipeptidase Inhibitors [MoA],Renal Dehydropeptidase Inhibitor [EPC]"	234
GELNIQUE	SOLUTION	Merck Sharp & Dohme Corp.	LEVOCETIRIZINE DIHYDROCHLORIDE	"Carbonic Anhydrase Inhibitor [EPC],Carbonic Anhydrase Inhibitors [MoA]"	141
Delzicol	"GRANULE, FOR SUSPENSION"	Merck Sharp & Dohme Corp.	BUPROPION HYDROBROMIDE	"HIV Integrase Inhibitors [MoA],Human Immunodeficiency Virus Integrase Strand Transfer Inhibitor [EPC]"	179
